X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,y
-8,-2,13,10,-5,0,20,-2,4,-5,-3,6,5,1,-6,2,1
-8,0,14,9,-2,0,19,-4,3,-4,1,7,8,2,-7,4,1
-8,1,15,7,2,-1,18,-5,3,-3,5,7,10,3,-5,4,1
-9,3,16,4,6,-2,15,-5,3,-2,9,7,10,6,-3,4,1
-9,3,16,0,9,-5,11,-6,5,-1,11,5,9,8,0,3,1
-6,-5,8,-10,4,-8,1,-9,13,0,4,-6,6,11,-7,0,1
-5,-5,5,-10,1,-7,-1,-9,14,0,0,-7,6,10,-9,-1,1
-4,-4,2,-12,-1,-6,-2,-9,14,-1,-5,-7,5,8,-10,-1,1
-4,-2,0,-13,-2,-6,-3,-8,13,-1,-8,-7,4,6,-10,-2,1
-3,1,-1,-16,-2,-6,-5,-6,11,-1,-10,-6,2,4,-9,-2,1
-2,2,-1,-19,-3,-6,-5,-5,8,-2,-10,-6,-2,2,-7,-2,1
-2,2,0,-21,-5,-6,-6,-4,5,-3,-8,-5,-5,1,-5,-2,1
-2,2,1,-22,-8,-4,-5,-3,3,-4,-5,-4,-6,0,-3,-2,1
-3,2,3,-22,-11,-2,-4,-2,0,-6,-1,-1,-7,0,0,-1,1
-5,4,5,-20,-14,1,-2,-1,-1,-7,2,3,-7,1,3,1,1
-6,6,7,-17,-14,3,-1,1,-1,-7,5,6,-7,2,6,2,1
-6,3,6,-20,-7,6,-4,-12,-3,14,0,-18,-20,16,-8,6,1
-5,4,3,-23,-10,9,-6,-15,-3,15,2,-23,-22,17,-7,3,1
-5,4,1,-25,-13,11,-7,-17,-3,14,4,-26,-24,18,-6,1,1
-5,6,-1,-27,-14,13,-7,-18,-3,12,6,-28,-24,19,-5,-1,1
-6,8,-2,-27,-14,13,-8,-18,-2,11,8,-29,-25,20,-5,-2,1
-7,11,-3,-26,-13,13,-8,-17,0,9,10,-30,-25,21,-4,-3,1
-7,12,-5,-24,-11,13,-8,-17,1,8,10,-30,-25,22,-3,-4,1
-5,12,-6,-20,-9,14,-8,-16,2,8,11,-29,-25,23,-1,-5,1
-3,11,-6,-16,-8,15,-6,-15,3,7,12,-27,-25,26,1,-6,1
-1,10,-4,-12,-7,16,-3,-13,4,8,12,-24,-23,30,2,-8,1
-1,10,-2,-9,-6,16,0,-11,5,9,12,-21,-21,33,2,-9,1
4,20,5,-21,-13,17,6,-2,3,7,-13,-4,-19,10,-8,11,1
7,15,3,-27,-15,13,1,-2,3,6,-14,-7,-21,8,-10,10,1
9,11,1,-32,-16,9,-4,-1,3,4,-15,-11,-23,8,-12,7,1
8,7,-1,-35,-17,4,-9,0,2,3,-14,-14,-24,8,-12,4,1
7,5,-3,-38,-17,1,-13,0,1,1,-14,-17,-25,8,-12,1,1
4,3,-5,-39,-18,-2,-17,-1,0,-1,-13,-18,-25,7,-12,-3,1
2,1,-7,-40,-18,-3,-19,-3,-1,-3,-12,-20,-24,7,-11,-7,1
1,0,-9,-39,-19,-3,-21,-5,-2,-5,-10,-21,-24,6,-11,-9,1
0,-2,-11,-38,-19,-2,-21,-8,-2,-5,-9,-23,-22,6,-11,-11,1
0,-3,-12,-34,-18,-2,-18,-10,-2,-4,-7,-25,-21,7,-10,-13,1
0,-4,-12,-28,-17,-2,-14,-11,-2,-2,-5,-26,-21,9,-9,-14,1
0,-4,-12,-22,-15,-1,-10,-12,-3,1,-3,-26,-22,11,-7,-15,1
0,-4,-10,-16,-12,0,-5,-13,-5,5,-1,-26,-22,14,-5,-14,1
1,-4,-6,-11,-9,2,1,-14,-6,8,2,-25,-23,15,-2,-12,1
2,-4,-2,-7,-6,5,5,-14,-8,11,5,-23,-23,15,1,-9,1
4,-3,2,-4,-3,7,9,-14,-11,13,10,-22,-22,14,4,-7,1
5,-2,7,-1,0,9,14,-14,-12,13,14,-21,-21,13,7,-4,1
-4,9,-13,3,-22,24,-18,11,-21,8,0,-24,-23,4,-10,-7,1
-3,11,-12,4,-22,27,-13,8,-22,9,2,-23,-21,4,-7,-9,1
-7,7,-25,11,-16,5,-20,17,-11,-22,-12,2,-24,-14,-21,16,1
-6,5,-27,11,-14,1,-25,20,-10,-20,-12,-1,-20,-16,-22,15,1
-3,3,-29,8,-11,-2,-30,21,-8,-16,-12,-4,-15,-16,-21,13,1
3,1,-30,4,-6,-4,-32,20,-5,-12,-12,-6,-11,-15,-20,10,1
11,-2,-29,0,-1,-5,-31,17,-2,-8,-12,-8,-6,-12,-19,7,1
19,-4,-28,-4,5,-5,-29,13,2,-4,-12,-9,-2,-8,-18,4,1
26,-5,-27,-5,11,-5,-26,9,6,-2,-12,-8,2,-3,-16,1,1
31,-5,-26,-6,18,-5,-23,6,10,-1,-11,-8,4,1,-13,-1,1
33,-3,-24,-5,22,-4,-21,4,13,0,-9,-7,7,3,-11,-2,1
34,-3,-21,-5,24,-3,-19,4,15,0,-7,-7,9,5,-10,-3,1
34,-3,-18,-4,25,-1,-18,4,17,0,-4,-7,11,6,-8,-3,1
34,-2,-14,-5,26,1,-16,4,17,1,1,-7,14,7,-7,-3,1
35,1,-9,-7,27,3,-14,3,17,3,6,-8,17,9,-5,-3,1
35,4,-6,-9,30,5,-12,2,17,6,11,-8,20,10,-2,-3,1
36,10,-2,-12,34,6,-11,2,17,9,15,-8,23,10,3,-3,1
36,15,0,-14,38,8,-11,2,18,11,18,-8,26,10,7,-4,1
37,17,1,-14,41,9,-11,2,20,12,18,-6,27,9,11,-4,1
39,16,1,-13,42,9,-11,3,21,12,18,-5,27,8,14,-3,1
41,12,0,-9,43,7,-10,3,22,10,16,-3,24,7,14,-1,1
42,7,0,-3,43,4,-6,4,23,8,14,-2,21,7,13,2,1
42,1,0,2,42,0,-2,5,22,5,11,-2,16,7,9,5,1
48,-1,-12,-16,39,-11,-18,9,22,10,-7,-1,24,-1,-12,13,1
48,4,-12,-16,40,-6,-18,8,23,10,-7,-1,23,2,-11,11,1
47,9,-10,-16,40,-1,-17,7,24,9,-6,-1,21,6,-10,9,1
44,12,-8,-12,41,4,-13,5,25,7,-5,0,19,9,-8,7,1
40,15,-6,-8,41,6,-9,4,24,6,-5,1,17,11,-7,5,1
37,14,-6,-2,40,6,-5,3,23,5,-4,4,17,11,-5,5,1
34,12,-6,5,39,6,0,1,22,5,-3,6,17,8,-1,6,1
33,10,-6,12,39,5,4,1,20,6,-3,9,17,4,4,7,1
33,8,-6,17,39,5,7,1,19,8,-2,11,17,1,9,9,1
34,7,-6,21,40,5,8,3,18,12,-1,11,19,0,13,9,1
34,7,-5,24,43,4,8,5,18,16,0,11,22,1,15,7,1
34,8,-5,26,45,4,8,7,17,20,2,11,26,3,17,5,1
32,10,-4,27,45,4,7,10,17,22,4,10,28,5,17,2,1
31,13,-4,28,45,5,6,12,17,21,6,9,29,7,17,0,1
29,14,-3,28,43,5,6,14,15,19,8,9,28,8,15,0,1
27,14,-3,28,40,4,6,15,13,15,8,8,25,7,11,1,1
26,12,-3,27,38,3,6,16,10,11,8,7,21,5,5,5,1
26,10,-4,26,36,1,6,16,6,9,7,7,18,3,-1,9,1
26,9,-4,21,34,-1,4,16,3,9,4,7,16,1,-6,12,1
27,9,-5,14,33,-2,0,15,1,10,1,6,14,0,-9,13,1
29,11,-6,4,32,-1,-5,12,2,12,-3,4,13,0,-10,12,1
33,13,-7,-6,32,3,-10,8,5,14,-6,2,13,1,-10,10,1
36,16,-7,-15,33,7,-13,4,8,16,-9,0,15,1,-10,8,1
38,19,-7,-20,35,10,-14,-1,10,16,-10,-2,17,0,-9,7,1
37,21,-6,-22,37,11,-14,-4,11,16,-9,-2,17,-1,-9,7,1
33,23,-5,-21,37,11,-11,-6,10,14,-8,-2,17,-1,-7,7,1
29,21,-3,-16,34,10,-8,-5,9,14,-7,-1,15,-2,-5,6,1
25,17,-1,-10,30,9,-5,-4,6,13,-7,1,13,-2,-3,5,1
22,11,-1,-3,26,7,-2,-1,5,13,-7,4,11,0,0,3,1
21,5,-1,4,23,6,-1,1,3,13,-8,8,10,2,4,0,1
21,-1,-3,11,21,5,0,3,2,12,-8,12,11,3,7,-3,1
21,-6,-5,17,20,3,1,4,2,11,-7,16,12,3,11,-5,1
20,-8,-8,28,19,5,8,1,5,-2,7,16,12,7,18,-12,1
20,-3,-6,26,19,10,10,-2,6,-3,8,14,10,8,18,-12,1
19,4,-4,22,19,16,14,-7,7,-4,8,11,8,8,18,-11,1
17,12,-2,19,19,20,18,-11,7,-4,7,9,6,6,16,-9,1
14,17,-1,15,17,23,21,-15,6,-3,5,6,5,3,10,-5,1
12,20,-1,13,14,24,22,-16,4,-1,3,3,3,1,3,0,1
12,19,-1,11,11,22,21,-13,3,2,-1,-2,1,0,-4,6,1
11,18,0,10,9,20,19,-8,3,6,-4,-5,0,0,-10,10,1
12,16,1,9,9,16,14,-1,4,10,-6,-8,-1,0,-14,13,1
12,15,2,7,9,13,8,6,5,13,-8,-10,-1,0,-14,14,1
11,15,2,4,9,10,2,12,5,14,-8,-11,0,-2,-12,14,1
10,16,1,1,8,7,-5,16,3,14,-8,-11,1,-4,-10,12,1
8,17,-1,-4,7,6,-10,18,1,13,-7,-10,1,-7,-7,9,1
6,18,-2,-8,5,6,-15,18,-2,12,-6,-9,-1,-8,-4,7,1
4,20,-4,-12,4,6,-19,17,-4,10,-6,-8,-2,-9,-1,4,1
3,21,-5,-14,6,5,-21,16,-7,9,-5,-7,-3,-9,2,1,1
2,22,-7,-15,8,3,-22,13,-10,9,-4,-5,-4,-8,5,-3,1
4,19,-8,-14,10,2,-23,12,-13,8,-3,-4,-6,-6,7,-7,1
6,15,-9,-13,9,4,-23,10,-16,7,-1,-3,-8,-4,10,-11,1
8,10,-10,-13,7,6,-24,8,-17,6,1,-3,-10,-2,12,-14,1
10,6,-9,-13,3,9,-24,6,-18,4,3,-3,-11,0,14,-17,1
10,3,-8,-14,0,10,-24,4,-19,2,4,-3,-12,-1,14,-17,1
9,-1,-6,-14,-2,9,-23,4,-19,-1,6,-3,-12,-3,13,-16,1
7,-4,-4,-13,-2,6,-22,4,-18,-5,6,-3,-13,-5,10,-13,1
5,-7,-3,-11,-2,3,-20,4,-18,-9,7,-3,-14,-5,7,-10,1
3,-10,-2,-8,-2,0,-18,4,-18,-12,6,-2,-17,-6,4,-6,1
-7,-8,-15,6,-6,-6,-18,6,-18,-15,-11,7,-10,-17,-7,-4,1
-7,-10,-16,4,-7,-7,-20,5,-16,-18,-14,5,-11,-17,-10,-5,1
-7,-12,-17,1,-9,-8,-21,4,-13,-21,-17,4,-11,-18,-13,-5,1
-8,-11,-17,-1,-10,-10,-21,3,-12,-21,-19,4,-11,-20,-14,-4,1
-4,-13,-6,-19,-14,-11,-20,4,-18,-9,-8,-9,-18,-20,-14,8,1
-5,-12,-4,-21,-14,-12,-21,5,-19,-10,-7,-10,-18,-21,-14,8,1
-7,-11,-2,-23,-14,-13,-20,5,-19,-10,-7,-10,-17,-22,-14,8,1
-9,-9,1,-23,-14,-13,-19,5,-17,-11,-6,-11,-16,-23,-14,8,1
-13,-30,-19,35,-11,-11,-5,1,-10,-19,-33,31,-8,-18,-9,3,1
-13,-27,-18,32,-10,-11,-7,2,-11,-20,-36,34,-6,-21,-9,3,1
-12,-24,-18,27,-10,-11,-9,3,-11,-20,-37,35,-5,-23,-9,4,1
-12,-20,-17,22,-11,-10,-11,5,-10,-20,-38,34,-6,-23,-10,6,1
-12,-16,-16,16,-11,-9,-14,6,-9,-19,-37,32,-8,-22,-11,7,1
-12,-11,-16,11,-11,-8,-16,6,-8,-18,-36,28,-9,-20,-13,8,1
-12,-7,-15,5,-9,-9,-17,5,-8,-17,-34,24,-8,-19,-16,8,1
-11,-6,-14,1,-8,-9,-17,4,-9,-14,-31,20,-7,-19,-17,8,1
-7,-7,-13,-2,-6,-10,-17,4,-11,-11,-28,14,-5,-19,-19,8,1
-3,-10,-12,-4,-4,-12,-16,4,-12,-8,-23,9,-3,-19,-19,7,1
1,-14,-10,-4,-3,-13,-14,3,-11,-6,-20,4,-1,-19,-19,7,1
3,-18,-7,-3,-3,-14,-11,3,-9,-4,-16,-2,-1,-17,-20,6,1
5,-20,-1,-4,-4,-13,-6,3,-4,1,-10,-14,-3,-8,-21,4,1
6,-19,2,-6,-3,-12,-5,2,0,4,-8,-21,-5,-3,-21,2,1
9,-17,3,-9,-1,-9,-5,1,2,7,-7,-27,-7,3,-20,0,1
13,-13,3,-12,1,-6,-4,0,5,10,-6,-31,-9,7,-18,-2,1
16,-9,2,-14,2,-3,-4,-1,6,12,-5,-31,-9,10,-15,-5,1
16,-4,0,-13,4,0,-3,-1,6,12,-5,-30,-7,10,-12,-7,1
14,1,-2,-10,5,2,-2,-2,5,11,-5,-26,-4,8,-10,-9,1
13,3,-5,-4,6,3,0,-2,3,9,-5,-21,-2,6,-8,-10,1
11,1,-7,3,5,4,1,-2,2,7,-4,-16,0,5,-6,-11,1
11,-4,-8,9,4,3,3,-2,1,4,-3,-12,1,6,-4,-12,1
9,-9,-8,15,3,2,3,-1,0,2,-2,-8,1,7,-3,-12,1
-2,10,14,3,2,16,16,-9,-9,10,8,-12,-10,14,4,-12,1
-4,12,13,3,1,16,16,-9,-7,12,8,-16,-10,17,3,-12,1
-6,13,12,4,-1,16,17,-9,-5,14,7,-19,-11,20,0,-12,1
-6,12,11,5,-3,16,18,-9,-4,16,7,-22,-11,22,-3,-12,1
-4,9,10,7,-4,16,18,-9,-3,17,6,-24,-10,22,-4,-12,1
-1,5,7,7,-4,15,16,-8,-3,17,4,-25,-8,19,-5,-12,1
2,3,4,6,-4,14,11,-7,-3,16,3,-25,-8,15,-5,-12,1
4,1,0,5,-5,14,6,-6,-3,13,1,-25,-9,11,-5,-12,1
5,1,-4,3,-5,13,0,-5,-4,10,-2,-24,-10,8,-6,-11,1
3,1,-7,0,-4,12,-6,-5,-4,6,-5,-23,-12,5,-8,-10,1
1,3,-11,-2,-4,9,-10,-5,-5,2,-7,-22,-15,3,-11,-9,1
-3,3,-14,-4,-5,6,-14,-5,-6,-3,-8,-20,-17,1,-13,-8,1
-5,4,-17,-5,-6,4,-17,-4,-7,-7,-10,-18,-18,-1,-15,-7,1
-7,4,-19,-6,-8,2,-18,-4,-9,-9,-11,-15,-19,-3,-14,-7,1
-18,7,14,-37,-32,13,-1,-13,-24,4,2,-29,-36,0,-8,-4,1
-22,10,15,-40,-33,13,-3,-14,-24,5,2,-35,-37,1,-10,-5,1
-24,12,16,-43,-34,13,-4,-14,-24,7,2,-40,-38,3,-13,-6,1
-25,12,16,-45,-35,13,-5,-14,-23,9,2,-44,-38,5,-15,-7,1
-24,11,16,-45,-34,13,-6,-14,-22,11,2,-47,-37,6,-17,-8,1
-24,10,15,-43,-33,11,-6,-15,-21,12,2,-48,-36,7,-20,-7,1
-24,8,13,-39,-30,9,-6,-15,-20,12,2,-48,-34,7,-22,-6,1
-24,7,12,-33,-26,7,-5,-15,-20,12,2,-46,-32,8,-23,-5,1
-24,5,10,-26,-23,6,-5,-13,-21,11,1,-43,-32,7,-23,-5,1
-23,1,9,-18,-22,6,-4,-11,-23,9,-1,-38,-32,6,-21,-4,1
-26,12,14,-35,-33,7,5,-13,-28,4,17,-40,-35,-3,-7,-2,1
-28,16,17,-33,-34,12,7,-13,-26,5,18,-42,-31,-3,-8,-2,1
-30,19,17,-32,-35,14,8,-13,-24,6,18,-43,-28,-3,-10,-2,1
-32,21,17,-31,-34,15,9,-14,-23,5,18,-44,-27,-1,-13,-3,1
-31,19,15,-30,-35,14,8,-15,-23,5,16,-44,-28,1,-16,-3,1
-29,14,12,-30,-36,12,5,-15,-23,5,13,-43,-30,4,-18,-4,1
-27,8,8,-29,-37,9,3,-15,-23,5,10,-40,-33,5,-18,-3,1
-13,-12,-1,2,-19,-13,2,7,-21,11,16,-23,-17,7,-3,-4,1
-14,-8,3,-1,-18,-13,4,7,-19,9,20,-27,-15,7,-3,-5,1
-17,-2,7,-3,-17,-11,5,7,-17,7,24,-31,-14,6,-3,-6,1
-20,2,10,-5,-17,-8,7,5,-16,6,26,-35,-15,5,-2,-7,1
-21,4,12,-5,-17,-6,8,4,-16,5,28,-39,-17,5,0,-9,1
-22,5,12,-5,-18,-3,9,3,-16,6,30,-42,-18,4,2,-11,1
-22,5,12,-4,-19,-2,9,2,-18,7,32,-45,-19,4,4,-13,1
-22,3,11,-2,-20,-1,8,3,-19,8,34,-45,-19,6,6,-15,1
-22,0,8,1,-20,-2,6,5,-21,9,35,-44,-19,8,6,-16,1
-21,-4,6,5,-21,-4,4,7,-22,9,33,-40,-18,9,4,-15,1
-21,-8,5,9,-21,-5,2,8,-23,9,30,-36,-18,10,2,-13,1
-22,-11,5,12,-22,-7,1,10,-23,7,26,-30,-19,9,1,-11,1
-23,-13,5,14,-20,-9,1,11,-22,5,21,-24,-19,6,0,-8,1
-18,-5,14,1,-17,-7,11,6,-12,16,2,-18,-15,1,5,-3,1
-17,-10,15,4,-17,-10,11,9,-11,19,1,-20,-12,2,2,-3,1
-15,-16,16,8,-16,-13,9,12,-10,20,0,-20,-9,2,-1,-2,1
-10,8,-6,11,-6,3,-5,10,0,-6,-10,19,-2,2,-5,7,1
-17,17,-3,8,-2,3,-5,9,1,-3,-9,17,-7,8,-5,9,1
-32,38,3,-9,-3,5,-3,2,-8,13,0,-13,7,-2,-9,-3,1
-26,34,4,-11,-3,6,-2,-1,-5,14,2,-19,2,4,-7,-6,1
-16,22,5,-13,-7,11,-2,-4,-2,12,4,-24,-5,9,-4,-9,1
-5,9,6,-14,-12,14,0,-6,0,10,9,-30,-12,12,1,-12,1
2,0,8,-15,-16,18,2,-8,1,7,15,-36,-16,12,6,-16,1
5,-4,9,-14,-20,22,5,-10,0,4,23,-43,-16,11,10,-20,1
4,-4,11,-12,-21,23,7,-11,0,2,31,-50,-17,11,13,-24,1
2,-3,11,-10,-21,24,9,-11,-1,-1,36,-54,-18,11,13,-25,1
2,-3,10,-8,-20,23,10,-12,-2,-2,38,-53,-18,10,13,-24,1
3,-4,8,-5,-19,21,10,-11,-3,-4,36,-48,-15,6,11,-21,1
4,-7,5,-2,-18,18,10,-10,-2,-7,30,-39,-11,2,9,-18,1
3,-9,2,1,-15,13,7,-9,0,-12,22,-27,-9,-2,8,-15,1
14,-18,-22,4,-7,-6,-25,16,-2,-25,-17,20,-21,2,-3,-2,1
15,-16,-21,1,-9,-5,-26,18,-1,-22,-17,18,-20,4,-5,-1,1
11,-11,-18,-2,-12,-3,-26,20,-1,-17,-16,14,-18,6,-7,0,1
5,-4,-14,-5,-13,1,-27,22,-2,-11,-13,9,-13,4,-8,1,1
1,2,-10,-9,-15,5,-27,22,-4,-5,-10,4,-6,-1,-9,1,1
0,7,-7,-13,-17,9,-27,22,-5,-1,-8,-1,-1,-4,-11,1,1
1,11,-4,-17,-17,13,-26,20,-5,2,-7,-6,-1,-3,-13,2,1
1,16,-2,-22,-15,16,-25,18,-5,3,-6,-8,-4,1,-15,2,1
2,20,-1,-27,-13,17,-25,16,-6,4,-6,-10,-8,3,-16,3,1
4,22,0,-33,-11,17,-24,12,-7,5,-6,-12,-12,5,-15,2,1
5,25,1,-38,-10,17,-23,9,-7,7,-5,-14,-15,8,-13,1,1
7,30,3,-43,-9,20,-21,6,-9,10,-2,-17,-17,9,-10,-1,1
8,34,5,-48,-8,25,-19,2,-10,13,3,-22,-16,11,-6,-5,1
10,39,7,-52,-7,30,-17,-2,-10,16,10,-28,-15,14,-3,-9,1
10,43,10,-55,-7,34,-13,-6,-9,17,17,-36,-14,19,0,-15,1
11,45,13,-57,-6,35,-9,-9,-7,18,23,-43,-13,22,2,-21,1
12,46,15,-57,-4,36,-4,-12,-5,18,29,-48,-10,24,5,-25,1
9,48,18,-53,-1,36,1,-14,-3,17,33,-50,-6,24,7,-28,1
7,50,20,-48,2,36,6,-16,-1,16,34,-49,-4,23,11,-30,1
7,47,20,-40,3,38,11,-16,1,13,34,-45,-2,22,14,-31,1
12,38,19,-32,1,39,13,-17,3,11,32,-40,-1,21,16,-30,1
18,25,16,-24,-1,38,13,-16,4,8,27,-34,-2,20,17,-30,1
23,11,13,-18,-3,36,12,-16,5,5,22,-28,-2,19,16,-29,1
25,-1,9,-12,-6,33,9,-14,6,3,16,-22,-2,17,14,-27,1
23,-7,6,-7,-7,28,7,-12,7,1,9,-14,-3,16,13,-24,1
18,-10,3,-2,-6,20,3,-9,7,-2,4,-6,-3,13,13,-20,1
14,-13,0,2,-3,12,-1,-6,8,-6,0,1,-4,10,14,-17,1
14,-3,-2,4,13,-2,-6,7,2,0,-9,24,10,-6,4,9,1
17,0,-1,2,14,2,-5,7,3,5,-10,19,13,-7,3,9,1
20,2,-1,1,15,6,-5,5,6,9,-11,15,16,-6,0,9,1
22,3,-1,1,17,9,-5,4,9,13,-13,11,18,-4,-2,8,1
24,2,-1,1,20,8,-5,2,12,15,-14,8,19,-1,-3,6,1
26,1,-1,1,26,6,-5,-1,15,15,-14,4,19,2,-3,3,1
27,-2,-1,1,32,3,-5,-4,18,13,-14,1,19,2,-3,0,1
30,-6,-2,3,36,1,-5,-7,19,10,-14,-1,20,1,-2,-3,1
33,-11,-2,6,38,2,-3,-11,19,7,-13,0,20,0,-1,-4,1
53,-13,-9,27,46,22,6,-17,28,-12,-6,24,23,6,11,-5,1
51,-6,-10,27,49,24,6,-17,28,-13,-5,29,23,8,11,-3,1
51,-4,-11,27,49,27,6,-18,28,-13,-5,33,23,9,13,-2,1
53,-4,-11,28,47,31,7,-18,26,-14,-5,38,25,6,15,0,1
53,-4,-10,30,43,33,9,-17,24,-13,-5,41,27,0,17,2,1
51,-4,-10,32,42,31,11,-16,22,-13,-6,44,28,-4,20,3,1
46,-5,-9,32,41,25,11,-14,19,-12,-7,46,26,-6,21,5,1
40,-4,-8,30,41,18,11,-11,17,-11,-8,48,24,-7,21,7,1
32,1,-7,24,35,11,10,-5,18,-9,-11,48,18,-5,21,12,1
33,1,-6,21,29,12,9,-1,20,-6,-12,44,17,-4,19,13,1
36,0,-5,15,24,14,7,2,20,-3,-12,37,18,-5,15,14,1
38,0,-4,10,23,13,4,4,18,1,-11,28,20,-8,11,13,1
25,6,14,-12,38,1,-6,1,16,-5,3,10,27,-12,-3,12,1
26,6,14,-20,33,3,-7,-3,17,-3,1,-4,33,-19,-10,8,1
30,5,13,-22,31,6,-7,-4,20,-2,1,-8,33,-18,-10,6,1
33,3,14,-23,31,7,-6,-4,23,0,1,-10,32,-14,-8,4,1
33,2,16,-22,33,4,-5,-3,24,2,1,-9,31,-10,-4,1,1
31,2,19,-21,35,0,-4,-2,25,3,3,-7,31,-8,3,-1,1
28,2,21,-19,36,-2,-2,0,24,6,6,-4,34,-9,9,-3,1
26,3,24,-17,35,-1,1,2,22,8,9,-1,37,-10,15,-4,1
23,6,25,-14,32,2,3,3,20,8,11,1,39,-11,19,-6,1
19,10,25,-12,30,4,5,4,18,7,13,2,38,-12,21,-6,1
24,-8,16,-9,17,3,12,-9,7,-2,10,-2,15,-8,21,-13,1
27,-12,14,-9,14,5,12,-10,8,-1,9,-3,13,-4,18,-14,1
